UF;Municipio;Cod. IBGE;Obitos;Feridos;Enfermos;Desalojados;Desabrigados;Desaparecidos;Outros;Total;Ocorrencias;Danos Materiais Totais (R$);Prejuízos Privados;Prejuízos Públicos
PA;Jacundá;1503804;0;32;8;2600;31;0;112414;115085;9;22.913.805,10;3.324.712,31;17.446.092,03
SP;Jacupiranga;3524600;5;0;0;1980;996;0;12824;15805;9;47.504.606,69;87.123.484,06;15.731.287,07
RS;Jacutinga;4310900;1;0;0;92;27;0;15433;15553;18;3.367.475,75;62.380.337,23;1.358.705,21
PR;Jaguapitã;4111902;0;0;0;0;0;0;0;0;2;925.179,64;11.115.891,52;584.622,73
BA;Jaguaquara;2917607;0;3;1371;4200;878;0;241535;247987;22;37.886.018,70;103.518.243,46;27.836.444,79
MG;Jaguaraçu;3135001;1;0;0;315;13;0;580;909;4;3.693.453,48;63.666,24;122.660,25
RS;Jaguarão;4311007;0;0;0;1602;8;0;30076;31686;13;5.873.146,18;176.223.548,33;2.836.721,56
BA;Jaguarari;2917706;1;0;4000;162;132;0;327410;331705;24;831.801,67;84.860.080,23;4.813.268,59
ES;Jaguaré;3203056;0;0;6853;75;8;0;37918;44854;13;0,00;156.885.014,77;1.067.090,87
CE;Jaguaretama;2306702;0;0;0;190;0;0;52729;52919;29;2.673.370,65;70.842.469,64;10.876.836,73
RS;Jaguari;4311106;1;19;5;1362;242;0;15104;16733;20;21.548.895,76;91.628.186,80;1.800.997,59
PR;Jaguariaíva;4112009;0;8;0;843;866;0;8857;10574;5;19.888.588,76;2.782.387,59;7.782.036,94
CE;Jaguaribara;2306801;0;0;0;0;0;0;42961;42961;26;0,00;42.102.944,99;5.185.949,06
CE;Jaguaribe;2306900;0;0;34;717;6;0;465225;465982;36;4.757.313,72;104.338.736,55;13.932.268,35
SP;Jaguariúna;3524709;0;1;0;15;24;0;0;40;2;0,00;0,00;0,00
CE;Jaguaruana;2307007;0;0;9010;4178;4884;0;217290;235362;27;8.548.811,54;50.365.451,67;21.867.615,99
SC;Jaguaruna;4208807;0;0;0;90;10;0;27055;27155;9;8.492.108,02;5.289.609,21;325.858,45
MG;Jaíba;3135050;1;5;0;424;119;0;57636;58185;36;2.397.875,77;755.989.629,04;318.990.437,04
PI;Jaicós;2205201;0;0;0;0;0;0;151149;151149;26;0,00;93.342.466,43;110.030.634,23
SP;Jales;3524808;0;0;0;19;80;0;141;240;4;1.398.432,83;0,00;191.798,00
SP;Jambeiro;3524907;0;0;0;20;0;0;0;20;1;0,00;0,00;0,00
MG;Jampruca;3135076;0;1;11;1582;178;0;12085;13857;13;8.100.400,35;15.614.445,02;11.404.172,45
MG;Janaúba;3135100;0;0;0;876;717;0;93291;94884;38;27.319.961,64;562.661.068,37;12.787.242,06
PR;Jandaia do Sul;4112108;0;0;0;63;1000;0;2;1065;4;6.133.163,37;0,00;0,00
RN;Jandaíra;2405108;0;53;240;587;498;0;42596;43974;19;1.847.826,29;14.776.441,66;2.718.116,30
BA;Jandaíra;2917904;0;0;270;894;733;0;12368;14265;10;24.521.438,73;892.794,56;535.735,24
SP;Jandira;3525003;0;4;1;55;0;0;25;85;4;2.599.118,19;0,00;313.425,85
RN;Janduís;2405207;0;0;0;0;0;0;27838;27838;22;0,00;17.685.380,11;3.255.870,51
MT;Jangada;5104906;0;0;0;0;0;0;0;0;6;5.737.558,53;0,00;12.276,83
PR;Janiópolis;4112207;0;2;0;22;5;0;1012;1041;3;1.798.932,27;408.848,24;1.635.392,97
MG;Januária;3135209;2;4;10;5632;2487;0;234817;242952;34;47.421.426,71;404.967.114,63;6.440.248,26
RN;Januário Cicco;2405306;0;0;0;32;30;0;51312;51374;23;2.553.318,75;27.084.456,09;3.882.913,13
AL;Japaratinga;2703601;0;0;3;48;18;0;2227;2296;6;136.103,15;1.420.000,00;546.121,70
SE;Japaratuba;2803302;0;0;0;0;44;0;0;44;3;5.700.000,00;0,00;0,00
RJ;Japeri;3302270;0;21;64;19254;100;0;155;19594;9;12.340.386,99;203.743,77;1.001.374,91
RN;Japi;2405405;0;0;0;0;140;0;29288;29428;25;1.753.956,84;18.388.254,24;7.290.500,21
PR;Japira;4112306;0;0;0;32;0;0;165;197;2;2.446.942,94;2.276.420,00;4.581,72
SE;Japoatã;2803401;0;0;0;0;0;0;2680;2680;6;0,00;31.713.422,51;8.881,31
MG;Japonvar;3135357;0;0;140;0;0;0;62400;62540;27;565.756,52;61.669.708,54;7.230.300,26
MS;Japorã;5004809;0;8;12;2;27;0;48964;49013;11;10.328.689,27;3.414.959,44;9.138.591,29
AM;Japurá;1302108;0;0;112;5827;1395;0;3618;10952;13;9.390.459,31;8.544.496,80;5.330.639,73
PR;Japurá;4112405;0;0;0;0;85;0;0;85;2;138.610,35;17.889.339,34;7.779,16
PE;Jaqueira;2607950;0;0;0;2621;588;0;22695;25904;5;30.089.144,76;2.945.516,26;6.952.587,04
RS;Jaquirana;4311122;0;0;0;0;0;0;0;0;3;0,00;0,00;0,00
GO;Jaraguá;5211800;0;0;0;3;0;0;0;3;2;0,00;0,00;0,00
SC;Jaraguá do Sul;4208906;14;144;0;17156;522;0;257406;275242;35;103.675.425,85;212.615.339,92;7.083.589,99
MS;Jaraguari;5004908;0;0;0;0;0;0;200;200;2;32.308,78;0,00;861.567,49
AL;Jaramataia;2703700;0;3;0;20;20;0;26760;26803;26;472.275,95;18.182.001,25;5.139.400,67
CE;Jardim;2307106;0;0;1;310;79;0;267080;267470;27;338.544,87;112.065.368,41;18.872.690,28
MS;Jardim;5005004;0;4;0;69;38;0;34422;34533;8;2.051.559,04;118.893.978,96;7.207.965,50
PR;Jardim Alegre;4112504;0;2;0;162;20;0;897;1081;6;1.564.536,56;333.397,12;485.510,74
RN;Jardim de Angicos;2405504;0;0;50;0;0;0;18476;18526;23;0,00;11.415.623,05;5.503.051,90
RN;Jardim de Piranhas;2405603;0;0;0;1505;0;0;98598;100103;17;6.339.563,33;16.652.815,13;2.494.733,90
PI;Jardim do Mulato;2205250;0;0;27;27;0;0;4476;4530;11;3.069.407,83;38.701.313,97;350.914,73
RN;Jardim do Seridó;2405702;0;0;0;310;193;0;90137;90640;22;1.776.891,44;25.180.531,56;39.981.161,21
PR;Jardim Olinda;4112603;0;0;0;0;0;0;0;0;1;0,00;3.065.012,31;0,00
SC;Jardinópolis;4208955;0;0;0;0;0;0;1766;1766;11;1.000,00;18.972.197,32;1.400.118,76
RS;Jari;4311130;0;13;1;115;0;0;10767;10896;17;4.905.956,85;54.452.838,31;2.237.289,94
SP;Jarinu;3525201;1;60;0;276;12;0;23827;24176;1;10.191.385,27;10.123.344,00;11.428.368,65
RO;Jaru;1100114;0;1;0;104;100;0;0;205;2;5.451,31;63.536,33;9.112,06
GO;Jataí;5211909;0;0;0;17;25;0;176096;176138;3;0,00;0,00;0,00
PR;Jataizinho;4112702;2;0;0;1657;248;0;23459;25366;10;14.103.002,70;4.230.154,80;2.065.936,94
PE;Jataúba;2608008;0;0;0;36;0;0;76655;76691;21;420.566,91;74.906.974,20;52.001.875,11
MS;Jateí;5005103;0;0;0;0;0;0;900;900;3;0,00;0,00;0,00
CE;Jati;2307205;0;0;0;140;0;0;43117;43257;27;771.404,99;86.344.758,69;2.660.462,36
PE;Jatobá;2608057;0;0;0;0;0;0;52405;52405;20;1.038.806,22;32.530.081,17;4.073.602,98
MA;Jatobá;2105450;0;2;0;2051;1243;0;5557;8853;4;14.869.537,88;1.022.387,71;132.894,56
PI;Jatobá do Piauí;2205276;0;4;0;212;58;0;5789;6063;8;2.950.511,33;4.696.676,11;3.610.878,67
SP;Jaú;3525300;9;28;1;492;134;16;15115;15795;16;17.099.243,56;5.688.659,81;657.042,30
TO;Jaú do Tocantins;1711506;0;0;0;0;0;0;66;66;5;0,00;2.052.106,89;3.872.754,15
MT;Jauru;5105002;0;0;0;152;18;0;13414;13584;6;10.279.443,64;2.090.403,10;3.145.428,46
MG;Jeceaba;3135407;0;77;72;2030;203;0;10878;13260;9;13.903.651,15;3.515.166,54;9.760.968,28
MG;Jenipapo de Minas;3135456;0;1;0;31;10;0;8449;8491;29;4.093.717,60;19.268.639,03;10.816.405,60
MA;Jenipapo dos Vieiras;2105476;0;0;5000;115;149;0;7555;12819;3;215.951,16;185.835,94;1.000.590,80
MG;Jequeri;3135506;0;0;0;120;30;0;6042;6192;6;12.641.460,75;4.398.202,96;2.143.950,56
AL;Jequiá da Praia;2703759;0;0;0;512;165;0;589;1266;5;2.879.793,33;0,00;0,00
BA;Jequié;2918001;0;6;171;378;104;0;24550;25209;12;3.677.968,05;12.437.827,35;13.467.072,23
MG;Jequitaí;3135605;1;5;418;336;104;0;22870;23734;30;3.179.938,43;1.306.979.656,98;10.680.431,94
MG;Jequitibá;3135704;0;0;197;0;0;0;3164;3361;4;0,00;0,00;0,00
MG;Jequitinhonha;3135803;0;0;0;20;3;0;47726;47749;22;17.865.158,09;56.483.763,26;263.910,06
BA;Jeremoabo;2918100;0;0;0;149;9;0;317643;317801;24;0,00;83.273.865,92;4.270.828,35
PB;Jericó;2507408;0;0;0;180;68;0;31930;32178;22;920.421,00;26.823.731,82;20.960.966,87
ES;Jerônimo Monteiro;3203106;2;0;16;1657;196;0;1975;3846;8;2.230.457,90;4.222.999,95;22.300,32
PI;Jerumenha;2205300;0;0;0;0;0;0;4505;4505;13;0,00;10.082.325,51;11.222.668,38
MG;Jesuânia;3135902;0;0;0;18;5;0;0;23;2;0,00;0,00;0,00
PR;Jesuítas;4112751;0;0;0;0;0;0;0;0;1;0,00;16.365.275,10;0,00
CE;Jijoca de Jericoacoara;2307254;1;0;0;285;0;0;39106;39392;11;1.746.457,61;19.842.721,58;2.961.909,73
RO;Ji-Paraná;1100122;1;0;0;1456;521;0;11877;13855;12;2.815.940,07;2.412.090,29;1.438.952,29
BA;Jiquiriçá;2918209;0;2;0;164;0;0;3359;3525;4;3.226,57;0,00;3.226,57
BA;Jitaúna;2918308;0;0;0;0;0;0;0;0;2;0,00;0,00;0,00
SC;Joaçaba;4209003;0;2;0;1275;323;0;10086;11686;18;9.645.339,99;16.562.409,08;7.926.250,71
MG;Joaíma;3136009;1;8;0;0;153;0;40858;41020;22;1.078.392,27;55.145.917,52;843.935,38
MG;Joanésia;3136108;0;0;0;188;54;0;5000;5242;6;5.533.000,60;3.048.771,46;1.026.874,62
SP;Joanópolis;3525508;4;2;0;0;0;0;23;29;2;1.209.960,67;0,00;2.419.921,34
PE;João Alfredo;2608107;0;0;3;22;30;0;155152;155207;18;2.536.013,90;43.617.195,19;18.308.528,32
RN;João Câmara;2405801;0;5;47;888;851;0;160661;162452;25;12.610.233,74;28.561.637,27;9.112.248,48
PI;João Costa;2205359;0;0;0;0;0;0;12042;12042;18;0,00;16.148.993,73;6.334.815,69
RN;João Dias;2405900;0;0;0;0;0;0;17907;17907;23;3.040.491,89;13.280.880,33;6.316.458,44
BA;João Dourado;2918357;2;1;0;65;79;0;73773;73920;19;2.489.734,89;93.910.495,12;742.460,22
MG;João Monlevade;3136207;2;9;8;344;201;1;10030;10595;10;5.910.968,51;128.854,02;668.167,38
ES;João Neiva;3203130;1;13;0;4137;555;0;48003;52709;27;49.126.999,14;18.853.223,32;18.070.146,80
PB;João Pessoa;2507507;0;203;296;15754;14511;0;152823;183587;18;416.796.270,25;22.189.747,66;68.006.519,93
MG;João Pinheiro;3136306;0;0;0;43;0;0;1005;1048;2;23.561.967,51;5.665.439,18;2.113.397,98
SP;João Ramalho;3525607;0;0;0;0;0;0;0;0;2;368.986,66;8.108.558,63;0,00
MG;Joaquim Felício;3136405;0;0;0;0;0;0;12016;12016;27;20.096.278,10;70.587.768,20;2.241.514,36
AL;Joaquim Gomes;2703809;0;47;0;1828;1346;0;27500;30721;7;14.187.023,47;3.793.653,90;963.897,52
PE;Joaquim Nabuco;2608206;0;0;8;2383;758;0;4523;7672;5;25.646.800,83;9.829.470,11;4.146.452,72
PI;Joaquim Pires;2205409;0;0;0;240;983;0;20199;21422;15;9.743.667,14;23.492.302,08;5.646.040,62
PB;Joca Claudino;2513653;0;0;0;270;200;0;26510;26980;28;2.692.823,93;38.409.064,59;14.298.260,86
PI;Joca Marques;2205458;1;0;37;985;1376;0;7960;10359;12;4.824.210,79;2.584.908,73;2.462.615,06
RS;Jóia;4311155;0;0;0;177;64;0;14638;14879;21;3.065.724,71;60.210.335,82;507.906,09
SC;Joinville;4209102;3;161;1;73644;6643;0;1048806;1129258;36;900.943.297,84;123.963.837,65;34.964.758,82
MG;Jordânia;3136504;0;0;0;0;0;0;28268;28268;12;0,00;33.905.507,13;1.733.801,03
AC;Jordão;1200328;2;4;14;1246;322;0;0;1588;1;126.368,45;490.476,79;10.172,67
SC;José Boiteux;4209151;0;0;2;60;12;0;2146;2220;21;17.136.157,08;63.781.853,61;15.705.863,66
SP;José Bonifácio;3525706;0;0;0;56;20;0;600;676;2;41.517.081,22;1.524.604,21;10.137,00
RN;José da Penha;2406007;0;0;0;27;35;0;43291;43353;20;1.571.242,07;32.918.548,43;2.252.423,07
PI;José de Freitas;2205508;0;0;0;1600;533;0;17435;19568;13;26.721.095,13;36.150.856,35;6.961.083,41
MG;José Gonçalves de Minas;3136520;0;0;0;0;0;0;26959;26959;29;790.439,94;15.216.071,82;4.735.979,68
MA;Joselândia;2105609;0;0;0;479;266;0;5000;5745;3;3.644.614,75;2.284.299,07;434.362,39
MG;Josenópolis;3136579;0;0;0;0;23;0;24617;24640;33;1.629.504,09;52.144.096,30;2.443.391,81
MG;José Raydan;3136553;2;0;0;0;0;0;6;8;2;1.830.636,73;1.885,32;16.025,14
GO;Joviânia;5212105;0;0;0;0;0;0;0;0;1;0,00;8.543.937,52;0,00
MT;Juara;5105101;0;0;0;0;0;0;5004;5004;13;40.000.658,98;10.659.953,21;11.030.085,56
PB;Juarez Távora;2507606;0;0;0;0;0;0;51305;51305;21;0,00;34.347.731,11;15.222.031,51
MG;Juatuba;3136652;0;0;0;322;12;0;30;364;4;10.599.327,50;74.622,13;841.737,63
PB;Juazeirinho;2507705;0;0;0;0;120;0;134895;135015;26;1.277.787,97;60.215.850,31;61.840.364,40
BA;Juazeiro;2918407;1;0;0;535;1234;0;1417250;1419020;23;11.915.912,37;92.659.218,78;8.019.853,02
CE;Juazeiro do Norte;2307304;1;1;0;1898;912;0;153094;155906;9;73.884.773,99;42.140.938,03;26.769.465,93
PI;Juazeiro do Piauí;2205516;0;0;0;301;92;0;23801;24194;18;2.168.394,17;8.027.968,86;2.267.273,55
CE;Jucás;2307403;0;0;0;0;0;0;48888;48888;25;0,00;65.744.078,21;4.195.110,34
PE;Jucati;2608255;0;2;2;204;204;0;67260;67672;20;523.939,04;35.540.969,22;9.279.137,86
BA;Jucuruçu;2918456;0;0;0;198;24;0;10560;10782;2;16.677.885,94;17.785,95;169.602,40
RN;Jucurutu;2406106;2;0;0;119;45;0;122910;123076;24;1.816.730,21;33.709.858,53;12.543.374,85
MT;Juína;5105150;0;0;0;0;0;0;9352;9352;8;16.303.577,12;26.817.803,96;2.505.381,81
MG;Juiz de Fora;3136702;12;18;0;4587;209;0;61018;65844;23;26.581.699,79;395.451,11;5.510.463,05
PI;Júlio Borges;2205524;1;0;0;0;0;0;22415;22416;21;0,00;45.172.209,93;2.653.381,18
RS;Júlio de Castilhos;4311205;0;0;0;224;20;0;35762;36006;25;9.756.926,54;343.116.440,97;5.083.259,24
SP;Jumirim;3525854;0;0;0;0;0;0;0;0;1;0,00;0,00;0,00
MA;Junco do Maranhão;2105658;0;0;0;43;0;0;222;265;1;10.974.240,00;840.000,00;277.000,00
PB;Junco do Seridó;2507804;0;0;0;0;0;0;44534;44534;26;284.974,30;22.350.451,26;22.032.726,76
AL;Jundiá;2703908;0;0;0;285;180;0;5030;5495;8;30.731.376,06;1.914.671,46;484.819,62
RN;Jundiá;2406155;0;0;0;0;0;0;27204;27204;13;0,00;4.325.817,18;865.655,63
SP;Jundiaí;3525904;8;12;2;323;0;0;32;377;11;0,00;0,00;0,00
PR;Jundiaí do Sul;4112900;0;0;0;255;0;0;1100;1355;2;80.304.571,27;0,00;0,00
AL;Junqueiro;2704005;0;0;0;0;0;0;91820;91820;6;0,00;122.803.074,72;3.530.160,51
SP;Junqueirópolis;3526001;0;0;1;12;0;0;0;13;4;4.111.104,56;1.958.837,87;101.806,78
PE;Jupi;2608305;0;0;0;118;46;0;60906;61070;20;2.630.362,30;243.635.526,79;12.343.341,15
SC;Jupiá;4209177;0;0;0;0;6;0;1952;1958;15;1.414.997,57;44.220.126,07;1.459.423,12
SP;Juquiá;3526100;0;1;525;1147;915;0;28673;31261;11;65.882.842,62;23.163.450,52;4.762.487,63
SP;Juquitiba;3526209;0;0;0;171;491;0;50021;50683;5;15.400.838,65;2.568.926,89;3.394.587,43
MG;Juramento;3136801;0;0;0;0;0;0;22779;22779;35;143.945,34;61.569.118,77;738.338,81
PR;Juranda;4112959;0;0;0;0;0;0;0;0;1;588.261,39;0,00;0,00
PE;Jurema;2608404;0;0;0;480;206;0;65479;66165;15;697.817,01;31.705.497,48;4.220.155,34
PI;Jurema;2205532;0;0;0;0;0;0;27422;27422;24;8.073,92;37.755.004,61;3.823.783,39
PB;Juripiranga;2507903;0;0;0;0;0;0;0;0;1;0,00;0,00;0,00
PB;Juru;2508000;0;0;0;22;0;0;47186;47208;27;1.673.749,54;71.255.528,57;20.523.535,31
AM;Juruá;1302207;0;0;993;8987;860;0;10025;20865;9;44.661.707,76;6.798.751,02;27.126.335,21
MT;Juruena;5105176;1;0;30;0;0;0;26119;26150;17;24.307.729,81;3.155.601,78;7.244.205,81
PA;Juruti;1503903;0;0;1500;5405;39;0;26271;33215;8;13.389.207,28;3.913.761,11;3.781.547,72
MT;Juscimeira;5105200;0;0;0;66;0;0;9071;9137;5;3.855.050,00;159.126.949,60;1.982.000,00
PR;Jussara;4113007;0;2;0;17;0;0;6610;6629;4;315.396,42;22.519.733,36;119.382,79
BA;Jussara;2918506;0;0;0;0;0;0;117119;117119;22;0,00;57.463.981,59;1.858.706,35
BA;Jussari;2918555;0;0;0;0;0;0;0;0;1;0,00;0,00;0,00
BA;Jussiape;2918605;0;0;0;0;0;0;71327;71327;23;335.020,45;34.245.623,10;1.525.566,76
AM;Jutaí;1302306;0;18;1392;6157;822;1;20348;28738;14;19.072.367,98;27.332.052,46;4.512.311,09
MS;Juti;5005152;0;0;0;0;0;0;1004;1004;15;6.652.568,45;16.494.462,87;418.569,78
MG;Juvenília;3136959;0;0;661;26;49;0;28229;28965;29;1.172.645,16;86.008.791,05;3.039.228,05
PR;Kaloré;4113106;0;0;0;16;0;0;876;892;3;1.286.419,81;24.350.089,23;941.843,07
AM;Lábrea;1302405;2;61;2598;35099;3751;0;12192;53703;12;19.669.309,42;6.177.995,91;4.941.527,37
SC;Lacerdópolis;4209201;1;0;0;137;7;0;1345;1490;12;1.945.574,48;25.967.140,81;484.617,10
MG;Ladainha;3137007;11;1;12;245;60;0;92627;92956;18;33.081.512,96;53.866.895,36;1.672.912,98
MS;Ladário;5005202;0;0;0;0;0;0;0;0;3;0,00;0,00;0,00
BA;Lafaiete Coutinho;2918704;0;0;0;0;0;0;33299;33299;20;0,00;23.209.103,63;426.657,30
MG;Lagamar;3137106;0;16;0;0;11;0;0;27;3;0,00;0,00;0,00
SE;Lagarto;2803500;0;1;0;0;12;0;42930;42943;19;0,00;77.072.374,24;388.476,71
SC;Lages;4209300;8;21;1;18967;1366;0;204426;224789;23;65.387.556,97;65.335.737,49;19.134.252,76
PB;Lagoa;2508109;0;0;0;0;0;0;25928;25928;24;264.983,47;26.981.339,74;12.213.526,00
PI;Lagoa Alegre;2205557;1;2;198;1161;291;0;19300;20953;10;2.881.135,92;6.962.866,91;2.741.608,91
RS;Lagoa Bonita do Sul;4311239;0;0;0;16;0;0;1725;1741;13;3.745.121,57;34.018.528,15;175.048,72
RN;Lagoa D`Anta;2406205;0;5;855;0;75;0;37314;38249;22;1.473.133,26;15.870.001,96;4.912.213,25
AL;Lagoa da Canoa;2704104;0;0;0;0;0;0;100839;100839;14;0,00;29.438.916,90;4.418.218,86
TO;Lagoa da Confusão;1711902;0;0;4;155;800;0;578;1537;5;2.081.319,17;212.580,39;25.308,55
PB;Lagoa de Dentro;2508208;1;0;0;156;54;0;52357;52568;22;572.246,78;27.557.975,26;9.914.101,86
PE;Lagoa de Itaenga;2608503;0;0;0;0;0;0;800;800;2;0,00;1.404.157,91;383.840,91
RN;Lagoa de Pedras;2406304;0;0;0;186;30;0;51527;51743;22;3.088.690,07;35.122.163,25;3.177.947,71
PI;Lagoa de São Francisco;2205573;0;0;0;88;0;0;10664;10752;6;0,00;12.118.337,99;833.759,58
RN;Lagoa de Velhos;2406403;0;0;110;0;0;0;15060;15170;23;187.022,82;9.183.802,88;3.661.455,04
PI;Lagoa do Barro do Piauí;2205565;0;0;0;84;0;0;53981;54065;28;181.936,84;52.500.759,73;79.264.863,89
PE;Lagoa do Carro;2608453;0;0;317;32;45;0;463;857;3;1.795.723,12;0,00;423.443,71
MA;Lagoa do Mato;2105922;0;0;0;756;0;0;1420;2176;2;3.874.730,93;254.045,62;567.931,02
PE;Lagoa do Ouro;2608602;0;0;0;0;0;0;43330;43330;17;3.193.001,52;135.968.473,70;7.187.854,26
PI;Lagoa do Piauí;2205581;0;0;0;352;209;0;4304;4865;11;8.037.079,71;3.772.364,49;388.440,08
PE;Lagoa dos Gatos;2608701;2;1;30;125;255;0;22699;23112;13;52.631.692,97;27.212.818,99;3.064.727,79
PI;Lagoa do Sítio;2205599;0;0;0;140;0;0;26998;27138;17;4.392.046,35;101.408.671,07;11.901.270,53
MG;Lagoa dos Patos;3137304;0;0;0;0;25;0;11916;11941;34;243.287,91;47.723.567,14;1.604.970,61
RS;Lagoa dos Três Cantos;4311270;0;0;0;12;48;0;2316;2376;17;5.940.283,58;44.920.421,26;1.359.927,97
MG;Lagoa Dourada;3137403;0;0;0;0;0;0;0;0;1;0,00;0,00;0,00
MG;Lagoa Formosa;3137502;0;0;0;0;0;0;0;0;5;2.409.581,60;1.562.541,26;2.401.888,81
PE;Lagoa Grande;2608750;0;6;349;60;1214;0;79484;81113;28;1.659.328,07;152.109.200,60;51.908.337,87
MG;Lagoa Grande;3137536;0;381;381;146;0;0;3194;4102;6;404.479,65;18.693.787,68;1.172.250,73
MA;Lagoa Grande do Maranhão;2105963;0;0;2;868;1531;0;30132;32533;5;4.948.163,09;20.731.753,87;2.633.935,85
RN;Lagoa Nova;2406502;0;0;0;0;150;0;71072;71222;20;429.652,70;22.091.175,10;6.068.472,25
RS;Lagoão;4311254;0;0;0;101;0;0;14817;14918;20;6.615.865,71;80.150.695,79;1.732.789,75
BA;Lagoa Real;2918753;0;0;0;0;0;0;134443;134443;22;0,00;101.183.749,04;34.372.018,13
RN;Lagoa Salgada;2406601;0;0;0;0;100;0;30732;30832;21;0,00;15.049.983,24;7.263.322,80
MG;Lagoa Santa;3137601;0;0;0;0;0;0;0;0;2;403.263,99;3.716,72;117.634,15
GO;Lagoa Santa;5212253;1;0;0;55;0;0;0;56;2;2.298.558,09;177.859,50;51.833,34
PB;Lagoa Seca;2508307;0;0;0;0;230;0;164904;165134;29;2.992.413,95;100.259.176,01;38.257.072,22
RS;Lagoa Vermelha;4311304;0;3;0;1053;60;0;55553;56669;20;20.852.691,63;231.039.751,71;1.183.735,56
MA;Lago da Pedra;2105708;0;56;359;2249;462;0;5328;8454;4;11.028.284,99;2.290.652,57;2.313.276,30
MA;Lago do Junco;2105807;0;0;0;2025;0;0;3597;5622;2;6.289.261,60;203.613,56;5.033,78
MA;Lago dos Rodrigues;2105948;0;0;0;1011;15;0;3231;4257;3;10.840.740,92;43.078,37;447.751,54
SP;Lagoinha;3526308;0;1;0;0;0;0;0;1;1;0,00;0,00;0,00
PI;Lagoinha do Piauí;2205540;0;0;0;0;0;0;1250;1250;6;0,00;4.605.854,61;835.767,87
MA;Lago Verde;2105906;0;1;7;901;598;0;5153;6660;1;6.419.310,50;1.634.564,42;15.025,92
SC;Laguna;4209409;0;0;0;135;668;0;15361;16164;11;18.874.241,79;2.352.876,15;5.769.637,53
MS;Laguna Carapã;5005251;0;0;0;0;0;0;1003;1003;6;123.108,76;171.515.393,87;16.508.884,38
BA;Laje;2918803;0;0;0;40;18;0;0;58;3;4.429.189,29;1.158.403,35;4.088.482,42
RS;Lajeado;4311403;0;0;0;1560;1401;0;1496;4457;19;2.766.808,78;456.242,33;18.583,59
RS;Lajeado do Bugre;4311429;0;0;0;589;0;0;10448;11037;17;6.144.631,79;25.068.276,21;1.184.457,10
SC;Lajeado Grande;4209458;0;0;0;0;0;0;757;757;14;2.040.620,42;19.245.001,17;978.605,07
MA;Lajeado Novo;2105989;0;0;60;0;0;0;3611;3671;1;2.487.383,06;754.124,30;3.229.963,40
BA;Lajedão;2918902;0;0;0;0;0;0;0;0;1;0,00;30.450.196,71;0,00
BA;Lajedinho;2919009;17;1;6;660;842;0;37705;39231;24;38.956.337,95;27.660.133,29;19.846.375,37
PE;Lajedo;2608800;0;30;4;1400;100;0;128004;129538;17;4.862.948,47;57.866.596,14;12.569.092,84
BA;Lajedo do Tabocal;2919058;0;0;0;0;0;0;37867;37867;20;0,00;41.683.490,37;322.503,86
RJ;Laje do Muriaé;3302304;0;52;1;9303;698;6;17760;27820;11;15.982.535,81;30.317.149,29;48.562.965,95
RN;Lajes;2406700;0;0;0;30;15;0;31376;31421;23;5.375.680,80;47.948.514,46;3.973.706,89
RN;Lajes Pintadas;2406809;0;0;0;0;0;0;23647;23647;24;20.800,00;15.579.431,07;6.091.253,19
MG;Lajinha;3137700;3;0;3;230;370;0;807;1413;8;5.981.761,71;889.718,71;1.379.031,54
BA;Lamarão;2919108;0;0;0;35;75;0;61666;61776;20;0,00;27.037.955,99;373.248,48
MG;Lambari;3137809;0;0;0;586;24;0;1550;2160;6;17.972.589,06;0,00;12.249,49
MG;Lamim;3137908;0;0;0;32;4;0;174;210;7;1.305.973,52;47.386,21;35.575,61
PI;Landri Sales;2205607;0;0;0;0;0;0;7438;7438;10;0,00;39.541.537,30;122.654,47
PR;Lapa;4113205;0;20;32;92;54;0;1518;1716;9;2.976.651,49;125.850.036,81;1.700.808,69
BA;Lapão;2919157;0;0;0;0;162;0;107470;107632;21;245.303,44;62.159.117,96;1.021.487,84
ES;Laranja da Terra;3203163;0;0;15;450;86;0;9832;10383;19;8.443.303,08;6.360.764,72;1.400.226,04
MG;Laranjal;3138005;0;0;0;228;0;0;16;244;4;1.345.365,24;114.852,95;34.472,70
PR;Laranjal;4113254;0;0;0;183;0;0;3820;4003;6;1.406.024,68;10.664.739,83;1.374.175,22
AP;Laranjal do Jari;1600279;1;4089;2555;13533;6524;0;11359;38061;5;68.492.667,22;29.062.500,59;16.310.947,56
SP;Laranjal Paulista;3526407;0;1;0;0;19;0;0;20;1;0,00;0,00;0,00
SE;Laranjeiras;2803609;0;0;0;616;28;0;27285;27929;9;26.310.895,99;27.016.187,63;204.250,15
PR;Laranjeiras do Sul;4113304;3;59;15;4401;1692;0;11032;17202;10;15.564.652,93;45.450.138,09;12.029.009,80
MG;Lassance;3138104;0;0;0;55;0;0;31707;31762;28;3.254.664,45;225.017.416,62;7.398.158,37
PB;Lastro;2508406;0;0;0;135;60;0;23882;24077;24;549.425,73;23.238.680,71;20.473.800,31
SC;Laurentino;4209508;1;29;39;7245;988;0;12820;21122;18;49.141.612,66;79.985.815,06;7.792.709,12
BA;Lauro de Freitas;2919207;0;58;480;9232;3028;0;165444;178242;7;119.460.492,74;948.584,01;21.846.606,92
SC;Lauro Muller;4209607;0;3;5;138;364;0;15461;15971;20;22.547.268,62;15.422.271,46;15.813.989,78
